web-scraper-order,web-scraper-start-url,disinfo-case-link,disinfo-case-link-href,title,date,keywords
1653630008-285,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,The Bucha massacre was a special psychological British operation,https://euvsdisinfo.eu/report/the-bucha-massacre-was-a-special-psychological-british-operation,Disinfo: The Bucha massacre was a special psychological British operation,DATE OF PUBLICATION: 12/04/2022,"Keywords: War in Ukraine, War crimes"
1653630021-290,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"For the West, Ukraine is a ""springboard"" in its confrontation with Russia",https://euvsdisinfo.eu/report/for-the-west-ukraine-is-a-springboard-in-its-confrontation-with-russia,"Disinfo: For the West, Ukraine is a ""springboard"" in its confrontation with Russia",DATE OF PUBLICATION: 18/04/2022,"Keywords: West, War in Ukraine, Anti-Russian"
1653630074-307,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,The US and Poland plan to establish Poland's control over its historical lands in Ukraine,https://euvsdisinfo.eu/report/see-the-us-and-poland-plan-to-establish-polands-control-over-its-historical-lands-in-ukraine,Disinfo: The US and Poland plan to establish Poland's control over its historical lands in Ukraine,DATE OF PUBLICATION: 28/04/2022,"Keywords: Territorial dispute, Ukrainian disintegration, Imperialism/colonialism, War in Ukraine, Invasion of Ukraine, Ukrainian statehood"
1653629951-266,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Bucha will enter war history as a site of major deception by Ukrainian authorities,https://euvsdisinfo.eu/report/bucha-will-enter-war-history-as-a-site-of-major-deception-by-ukrainian-authorities,Disinfo: Bucha will enter war history as a site of major deception by Ukrainian authorities,DATE OF PUBLICATION: 04/04/2022,"Keywords: War in Ukraine, fake news"
1653630038-294,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Russia’s operation in Ukraine stems from West’s desire to dominate world,https://euvsdisinfo.eu/report/russias-operation-in-ukraine-stems-from-wests-desire-to-dominate-world,Disinfo: Russia’s operation in Ukraine stems from West’s desire to dominate world,DATE OF PUBLICATION: 19/04/2022,"Keywords: War in Ukraine, Russian expansionism, NATO, Anti-Russian, West"
1653629904-249,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Ukrainian troops are storing weapons in synagogue,https://euvsdisinfo.eu/report/ukrainian-troops-are-storing-weapons-in-synagogue,Disinfo: Ukrainian troops are storing weapons in synagogue,DATE OF PUBLICATION: 30/03/2022,"Keywords: War in Ukraine, War crimes"
1653630116-322,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Poland threatens the territorial integrity of Ukraine,https://euvsdisinfo.eu/report/poland-threatens-the-territorial-integrity-of-ukraine,Disinfo: Poland threatens the territorial integrity of Ukraine,DATE OF PUBLICATION: 06/05/2022,"Keywords: Territorial dispute, Sovereignty, War in Ukraine, Invasion of Ukraine, International Law"
1653630035-293,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Evidence of military biological activities in Ukraine is increasing,https://euvsdisinfo.eu/report/evidence-of-military-biological-activities-in-ukraine-is-increasing,Disinfo: Evidence of military biological activities in Ukraine is increasing,DATE OF PUBLICATION: 19/04/2022,"Keywords: Biological weapons, Anti-Russian, laboratory"
1653629979-276,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"After 2014, neo-Nazism became a part of Ukraine's political system",https://euvsdisinfo.eu/report/after-2014-neo-nazism-became-a-part-of-ukraines-political-system,"Disinfo: After 2014, neo-Nazism became a part of Ukraine's political system",DATE OF PUBLICATION: 07/04/2022,"Keywords: Nazi/Fascist, War in Ukraine, Stepan Bandera, Civil war"
1653630046-297,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"West needs provocations to accuse the Russian military of using chemical, biological or nuclear weapons in Ukraine",https://euvsdisinfo.eu/report/west-needs-provocations-to-accuse-the-russian-military-of-using-chemical-biological-or-nuclear-weapons-in-ukraine,"Disinfo: West needs provocations to accuse the Russian military of using chemical, biological or nuclear weapons in Ukraine",DATE OF PUBLICATION: 23/04/2022,"Keywords: NATO, Chemical weapons/attack, Biological weapons, Nuclear issues, false flag, Douma, Khan Sheikhoun"
1653629890-244,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"West nurtures Russophobia, should understand its harmfulness",https://euvsdisinfo.eu/report/west-nurtures-russophobia-should-understand-its-harmfulness,"Disinfo: West nurtures Russophobia, should understand its harmfulness",DATE OF PUBLICATION: 28/03/2022,"Keywords: War in Ukraine, Russophobia"
1653629946-264,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Videos from Ukrainian town Bucha are context-and-evidence-free,https://euvsdisinfo.eu/report/videos-from-ukrainian-town-bucha-are-context-and-evidence-free,Disinfo: Videos from Ukrainian town Bucha are context-and-evidence-free,DATE OF PUBLICATION: 04/04/2022,"Keywords: WWIII, War crimes, War in Ukraine"
1653629971-273,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,The events in Bucha are just a cynical provocation by Kyiv,https://euvsdisinfo.eu/report/the-events-in-bucha-are-just-a-cynical-provocation-by-kyiv,Disinfo: The events in Bucha are just a cynical provocation by Kyiv,DATE OF PUBLICATION: 06/04/2022,"Keywords: War in Ukraine, war crimes, Provocation"
1653630121-324,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Defenders of Azovstal using civilians as human shield,https://euvsdisinfo.eu/report/defenders-of-azovstal-using-civilians-as-human-shield,Disinfo: Defenders of Azovstal using civilians as human shield,DATE OF PUBLICATION: 06/05/2022,"Keywords: Azov Battalion, war crimes, War in Ukraine"
1653629999-282,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,The special military operation aims to end the US dominating the world,https://euvsdisinfo.eu/report/the-special-military-operation-aims-to-end-the-us-dominating-the-world,Disinfo: The special military operation aims to end the US dominating the world,DATE OF PUBLICATION: 11/04/2022,"Keywords: New World Order, War in Ukraine, Invasion of Ukraine, US presence in Europe, EU/NATO enlargement, NATO"
1653629940-262,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Russian war crimes in Bucha were staged by a music channel director,https://euvsdisinfo.eu/report/russian-war-crimes-in-bucha-were-staged-by-a-music-channel-director,Disinfo: Russian war crimes in Bucha were staged by a music channel director,DATE OF PUBLICATION: 04/04/2022,"Keywords: fake news, War in Ukraine, War crimes, Human rights"
1653629982-277,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,The invasion is Ukraine’s fault,https://euvsdisinfo.eu/report/the-invasion-is-ukraines-fault,Disinfo: The invasion is Ukraine’s fault,DATE OF PUBLICATION: 07/04/2022,"Keywords: Minsk agreements, NATO, LNR, DNR, War in Ukraine, Neutrality"
1653630155-336,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Russia's special operation in Ukraine is due to NATO's persistent expansion,https://euvsdisinfo.eu/report/russias-special-operation-in-ukraine-is-due-to-natos-persistent-expansion,Disinfo: Russia's special operation in Ukraine is due to NATO's persistent expansion,DATE OF PUBLICATION: 18/05/2022,"Keywords: NATO, EU/NATO enlargement, Invasion of Ukraine"
1653630058-301,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"Ukrainian national battalions are pagan orders, they don't consider Russians as Slavs",https://euvsdisinfo.eu/report/ukrainian-national-battalions-are-pagan-orders-they-dont-consider-russians-as-slavs,"Disinfo: Ukrainian national battalions are pagan orders, they don't consider Russians as Slavs",DATE OF PUBLICATION: 27/04/2022,"Keywords: Nazi/Fascist, Satanism, War in Ukraine"
1653630063-303,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Poland plans to take over West Ukraine,https://euvsdisinfo.eu/report/poland-plans-to-take-over-west-ukraine,Disinfo: Poland plans to take over West Ukraine,DATE OF PUBLICATION: 28/04/2022,"Keywords: Territorial dispute, Invasion of Ukraine, War in Ukraine, Ukrainian statehood, Ukrainian disintegration, Ukraine, Imperialism/colonialism, NATO"
1653629901-248,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Ukrainian biolaboratories are directly linked to Hunter Biden,https://euvsdisinfo.eu/report/ukrainian-biolaboratories-are-directly-linked-to-hunter-biden,Disinfo: Ukrainian biolaboratories are directly linked to Hunter Biden,DATE OF PUBLICATION: 30/03/2022,"Keywords: Biological weapons, laboratory, Lugar Laboratory"
1653630108-319,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,European leaders who send arms to Ukraine are war criminals,https://euvsdisinfo.eu/report/european-leaders-who-send-arms-to-ukraine-are-war-criminals,Disinfo: European leaders who send arms to Ukraine are war criminals,DATE OF PUBLICATION: 02/05/2022,"Keywords: War in Ukraine, war crimes"
1653630080-309,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Kyiv ordered Azov Nazis to shoot surrendering Ukrainian soldiers,https://euvsdisinfo.eu/report/kyiv-ordered-azov-nazis-to-shoot-surrendering-ukrainian-soldiers,Disinfo: Kyiv ordered Azov Nazis to shoot surrendering Ukrainian soldiers,DATE OF PUBLICATION: 29/04/2022,"Keywords: Foreign mercenaries, war crimes, Invasion of Ukraine, Azov Battalion, Nazi/Fascist"
1653630158-337,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"Ukrainians in Germany wanted to burn a Russian flag, but burned down the house",https://euvsdisinfo.eu/report/ukrainians-in-germany-wanted-to-burn-a-russian-flag-but-burned-down-the-house,"Disinfo: Ukrainians in Germany wanted to burn a Russian flag, but burned down the house",DATE OF PUBLICATION: 19/05/2022,"Keywords: Invasion of Ukraine, Refugees, War in Ukraine"
1653630083-310,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Russian special military operation in Ukraine helps liberate world from Western neo-colonialism,https://euvsdisinfo.eu/report/russian-special-military-operation-in-ukraine-helps-liberate-world-from-western-neo-colonialism,Disinfo: Russian special military operation in Ukraine helps liberate world from Western neo-colonialism,DATE OF PUBLICATION: 30/04/2022,"Keywords: Nazi/Fascist, Russian expansionism, War in Ukraine"
1653630060-302,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"Ukraine will be partitioned, until it completely disappears as a state",https://euvsdisinfo.eu/report/ukraine-will-be-partitioned-until-it-completely-disappears-as-a-state,"Disinfo: Ukraine will be partitioned, until it completely disappears as a state",DATE OF PUBLICATION: 27/04/2022,"Keywords: Ukrainian statehood, War in Ukraine"
1653629943-263,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Those filmed in Bucha were killed by Ukrainian Nazis,https://euvsdisinfo.eu/report/those-filmed-in-bucha-were-killed-by-ukrainian-nazis,Disinfo: Those filmed in Bucha were killed by Ukrainian Nazis,DATE OF PUBLICATION: 04/04/2022,"Keywords: War in Ukraine, Nazi/Fascist, War crimes"
1653630138-330,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,"Ukraine is under control of the West and staged fakes about Bucha, Mariupol and Kramatorsk",https://euvsdisinfo.eu/report/ukraine-is-under-control-of-the-west-and-staged-fakes-about-bucha-mariupol-and-kramatorsk,"Disinfo: Ukraine is under control of the West and staged fakes about Bucha, Mariupol and Kramatorsk",DATE OF PUBLICATION: 13/05/2022,"Keywords: Invasion of Ukraine, Provocation, West, Ukrainian statehood, war crimes, War in Ukraine"
1653630044-296,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Kyiv prepares chemical attacks to blame the Russian army,https://euvsdisinfo.eu/report/kyiv-prepares-chemical-attacks-to-blame-the-russian-army,Disinfo: Kyiv prepares chemical attacks to blame the Russian army,DATE OF PUBLICATION: 23/04/2022,"Keywords: Invasion of Ukraine, false flag, Odessa, Chemical weapons/attack"
1653629974-274,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Military operation was launched because Kyiv did not implement Minsk agreements,https://euvsdisinfo.eu/report/military-operation-was-launched-because-kyiv-did-not-implement-minsk-agreements,Disinfo: Military operation was launched because Kyiv did not implement Minsk agreements,DATE OF PUBLICATION: 06/04/2022,"Keywords: Minsk agreements, War in Ukraine, Donbas, EU/NATO enlargement"
1653630097-315,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Ukrainian Nazism is a mixture of paganism and Satanism,https://euvsdisinfo.eu/report/ukrainian-nazism-is-a-mixture-of-paganism-and-satanism,Disinfo: Ukrainian Nazism is a mixture of paganism and Satanism,DATE OF PUBLICATION: 01/05/2022,"Keywords: Nazi/Fascist, War in Ukraine, Invasion of Ukraine, Ukraine"
1653629893-245,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,The Russian army is targeting only military infrastructure in Ukraine,https://euvsdisinfo.eu/report/the-russian-army-is-targeting-only-military-infrastructure-in-ukraine,Disinfo: The Russian army is targeting only military infrastructure in Ukraine,DATE OF PUBLICATION: 28/03/2022,"Keywords: War in Ukraine, War crimes"
1653630016-288,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Bucha is a bloody provocation by neo-Nazis and Ukraine's counterintelligence,https://euvsdisinfo.eu/report/bucha-is-a-bloody-provocation-by-neo-nazis-and-ukraines-counterintelligence,Disinfo: Bucha is a bloody provocation by neo-Nazis and Ukraine's counterintelligence,DATE OF PUBLICATION: 14/04/2022,"Keywords: war crimes, War in Ukraine"
1653630127-326,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Residents of occupied Melitopol took part in a V-Day procession on 9 May,https://euvsdisinfo.eu/report/residents-of-occupied-melitopol-took-part-in-a-v-day-procession-on-9-may,Disinfo: Residents of occupied Melitopol took part in a V-Day procession on 9 May,DATE OF PUBLICATION: 09/05/2022,"Keywords: War in Ukraine, Invasion of Ukraine, Military"
1653630113-321,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Some in Poland see Western Ukraine as part of Poland,https://euvsdisinfo.eu/report/some-in-poland-see-western-ukraine-as-part-of-poland,Disinfo: Some in Poland see Western Ukraine as part of Poland,DATE OF PUBLICATION: 06/05/2022,"Keywords: War in Ukraine, Invasion of Ukraine, Ukrainian disintegration, Ukrainian statehood"
1653630119-323,https://euvsdisinfo.eu/disinformation-cases/?text=&date=&disinfo_countries%5B%5D=77547&per_page=100,Poland announced plans to erase the Ukrainian border,https://euvsdisinfo.eu/report/poland-announced-plans-to-erase-the-ukrainian-border,Disinfo: Poland announced plans to erase the Ukrainian border,DATE OF PUBLICATION: 06/05/2022,"Keywords: Invasion of Ukraine, War in Ukraine, Ukrainian statehood, Andrzej Duda"
